COMPONENT	COMPONENTDESC	COMPTYPE	BFUNCTION	BFUNCDESC	BFUNCCATEG	BFCONFLICT	CURR_STAT	FUT_STAT	CATEGORY
UNKNOWN	UNKNOWN	Others	EA-HR	Human Capital Management	Enterprise Addons	Pass - No Impact	ON	Default State	SUPPORTED
UNKNOWN	UNKNOWN	Others	EA-ICM	Incentive and Sales Force Mgmt.	Enterprise Addons	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	EA-ISE	Industry-Spec. Sales Enhancement	Enterprise Addons	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	EA-PS	Public Services	Enterprise Addons	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	EA-RET	Retail	Enterprise Addons		OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	EA-SCM	SCM Extension	Enterprise Addons	Pass - No Impact	ON	Customer Switchable	SUPPORTED
UNKNOWN	UNKNOWN	Others	EA-TRV	Travel Management Extension	Enterprise Addons	Pass - No Impact	ON	Default State	SUPPORTED
UNKNOWN	UNKNOWN	Others	EA_ICM_CRD_CORE_01	Credentialing	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	EA_ICM_PFO_CORE_01	Portfolio Assignment	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	ECO_BOS	Bill of Service	Industries Business Functions	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	ECO_HBS	Homebuilding	Industries Business Functions	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	ERP_ENTERPRISESEARCH	Enterprise Search	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	ERP_HR_EP1	ERP Enhancement Package 1 HR	Enterprise Addons	Pass - No Impact	OFF	Default State	OTHERS
UNKNOWN	UNKNOWN	Others	ERP_VALUE_PACK	Value Pack	Enterprise Addons	Pass - No Impact	OFF	Default State	OTHERS
UNKNOWN	UNKNOWN	Others	ESOA_OPS01	"Operations, Enterprise Services"	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Customer Switchable	SUPPORTED
UNKNOWN	UNKNOWN	Others	FIN_ACC_GROUP_CLOSE	"Financials, Group Closing"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	FIN_ACC_XBRL	Reporting Using XBRL Standards	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
UNKNOWN	UNKNOWN	Others	FIN_FSCM_BCONS_CON	Billing Consolidation Connector	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	FIN_FSCM_BD	SAP Biller Direct Buy Side	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	FIN_FSCM_CCD	FSCM Functions	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	FIN_FSCM_INTEGRATION	FSCM Integration	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	FIN_GL_CI_2	New General Ledger Accounting 2	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	FIN_REP_SIMPL_1	Reporting Financials	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Customer Switchable	SUPPORTED
UNKNOWN	UNKNOWN	Others	FIN_TRAVEL_1	Travel Management	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
UNKNOWN	UNKNOWN	Others	HCM_ASR_CI_1	"HCM, Administrative Services 01"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
UNKNOWN	UNKNOWN	Others	HCM_EIC_CI_1	"HCM, Empl. Interaction Center 01"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
UNKNOWN	UNKNOWN	Others	HCM_LSO_CI_1	"HCM, Learning Solution 01"	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Default State	SUPPORTED
UNKNOWN	UNKNOWN	Others	HCM_LSO_VLR	"HCM, Enterprise Learning"	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Default State	SUPPORTED
UNKNOWN	UNKNOWN	Others	HCM_SRV_CI_1	"HCM, Enterprise Services 01"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
UNKNOWN	UNKNOWN	Others	IMC_CH	Specification system	Industries Business Functions	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	INS_FSCD	Collections/Disbursements	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	ISHERCM_MAIN	Academic Structure	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	ISHERCM_REP	Student Reporting	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	ISHERCM_SETTINGS	Customizing & Settings	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	ISHERCM_UCAS	UCAS Interface	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	ISHMED_MAIN	IS-H*MED: Clinical System	Industries Business Functions		OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	ISH_AMBULATORY	SAP Ambulatory Care Management	Industries Business Functions		OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	ISH_MAIN	SAP Patient Management	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
UNKNOWN	UNKNOWN	Others	ISR_EARET_PLANNING	"Retail,Planning & Master Data EA"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	ISR_RETAIL_BUYING	"Retail, Buying"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	ISR_RETAIL_PLANNING	"Retail, Planning & Master Data"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	ISR_RETAIL_SCM	"Retail, Supply Chain"	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	ISR_RETAIL_STORE	"Retail, Store & Multichannel"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	ISR_RET_AGENCY	"Trade, Agency Business"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	ISR_RET_COMMODITY	"Trade, Commodity Management"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	ISU_FM	Utilities: Funds Management	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	ISU_UTIL_1	"Utilites, General Enhancements"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	ISU_UTIL_WASTE	Utilities: Waste and Recycling	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	ISU_WASTE_1	Waste & Recycling	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	IS_AD_MPN	A&D Manufacturer Part Number	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	JFMIP_MM_01	"MM, Invoice Verification"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	JVA	Joint Venture Accounting	Enterprise Addons	Pass - No Impact	ON	ALWAYS ON	SUPPORTED
UNKNOWN	UNKNOWN	Others	LAM_GEN_FSL	Leasing: Full Service Leasing	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
UNKNOWN	UNKNOWN	Others	LOG_EAM_CI_1	Enterprise Asset Mgmt Part 1	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	LOG_EAM_POM	Project Oriented Maintenance	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	LOG_EAM_SIMP	Enterprise Asset Mgmt Part 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	LOG_LE_INTEGRATION	"LE, SAP EWM Integration"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	LOG_MM_CI_1	Materials Management	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	LOG_MM_CI_2	Material Management Purchasing	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Customer Switchable	SUPPORTED
UNKNOWN	UNKNOWN	Others	LOG_PP_LMAN	"Lean Manufact., MRP Evaluations"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	LOG_PP_PI_EHM	"XSteps, Campaign Weighing"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	LOG_PP_PRSP	Portal Production Supervisor	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	LOG_SDMM_EANUCC	EAN.UCC Compliance Functionality	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	LOG_SD_CRMTGPSINTEGR	SD CRM Condition Integration	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	LOG_SD_EACOMPLAINTS	"SD, Complaints Handling"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	LOG_WM_ROLES	"Trade, Warehouse Operations Mngr"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	MED_CA_1	"Media, Contract A/R & A/P"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
UNKNOWN	UNKNOWN	Others	MGV_LAMA	Long Material Number	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	MGV_LAMA_DDIC	LAMA: Appends to Coretables	Industries Business Functions	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	MGV_LAMA_ONLY_CODING	LAMA: Only coding	Industries Business Functions	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	OIL_PRODUCTION	Upstream Production Management	Industries Business Functions	Pass - No Impact	ON	Customer Switchable	SUPPORTED
UNKNOWN	UNKNOWN	Others	OPS_EHS_CI_1	"Environment, Health and Safety"	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Customer Switchable	SUPPORTED
UNKNOWN	UNKNOWN	Others	OPS_QM_EXTENSIONS	"Quality Management, Extensions"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
UNKNOWN	UNKNOWN	Others	PSCD_GRANTOR	"PSM, Grantor Integration (PSCD)"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	PSCD_TRM	"PSCD, Tax & Revenue Management"	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	PSM_EXP_CERT	PSM Expenditure Certification	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	PSM_FM_CI_1	Enhanced Features for FM	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	PSM_USFED_CI_1	"PSM, US Federal"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	RM_CA	Telco: Revenue Management	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	SCM_GEN_01	Integration of SCM and ERP	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
UNKNOWN	UNKNOWN	Others	SINGLE COPY NEWSP. & MAG (PUB)	Media: SC Newsp&Mags (Pub.)	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
UNKNOWN	UNKNOWN	Others	SINGLE COPY NEWSP.&MAG (WHS)	Single Copy Newsp&Mags (WHS)	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
UNKNOWN	UNKNOWN	Others	SINGLE COPY PREMIUM CONTENT	Media: SC Premium Content	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
UNKNOWN	UNKNOWN	Others	"SUBS LOOSE-LEAF, JOURNALS"	"Media: Subs Looseleaf, Journals"	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
UNKNOWN	UNKNOWN	Others	SUBS NEWSPAPER & MAGAZINES	Media: Subs Newspapers Magazines	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
UNKNOWN	UNKNOWN	Others	TEL_NLM_ROLES_1	"Telco, NLM Roles"	Industries Business Functions	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
UNKNOWN	UNKNOWN	Others	TITLE LIFECYCLE MANAGEMENT	Media: Title Lifecycle Mgmt	Industries Business Functions	Pass - No Impact	OFF	OFF	OTHERS
WEBCUIF	SAP Web UI Framework	Others	UI_FRW_1	UI Framework	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
WEBCUIF	SAP Web UI Framework	Others	UI_FRW_1_DOCU	UI Framework Documentation	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
WEBCUIF	SAP Web UI Framework	Others	UI_FRW_2	UI Framework	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
WEBCUIF	SAP Web UI Framework	Others	UI_FRW_2_DOCU	WebClient UI Framework Docu.	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
WEBCUIF	SAP Web UI Framework	Others	UI_FRW_RTE	UI Framework RTE	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
