COMPONENT	COMPONENTDESC	COMPTYPE	BFUNCTION	BFUNCDESC	BFUNCCATEG	BFCONFLICT	CURR_STAT	FUT_STAT	CATEGORY
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_CML_PAH_NP	CML-Payt. App. Hier. & Neg. Post	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	EAFS_CMS_ARCHIVING	CMS - Archiving	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_IHC_ILM	ILM business function for IHC	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_INHOUSE_CASH_1	FIN IHC Enhancements	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_CCC	"TRM, Central CP Clearing"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_CFAR	"TRM, Cash Flow at Risk"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_COMM_RM	"TRM, FRM for Commodities"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_COMM_RM_2	"TRM,  FRM for Commodities 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_COMM_RM_3	"TRM,  FRM for Commodities 3"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_COMM_RM_4	"TRM,  FRM for Commodities 4"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_COMM_RM_5	"TRM,  FRM for Commodities 5"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_COMM_RM_6	"TRM,  FRM for Commodities 6"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_CORR_FW	"TRM, Correspondence Framework"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_CORR_FW_2	"TRM, Correspondence Framework 2"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_CS	"TRM, Credit Spreads"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_CVA	"TRM, Credit Value Adjustment"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_INS_HM	"TRM, P-Hedge Accounting"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_INS_HM_2	"TRM, P-Hedge Accounting 2"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_INS_LOCAT	TRM Localization for Austria	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_INS_LOCBR	"TRM, Treasury Localiz. Brazil"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_INS_LOCFR	"TRM, Trans.Man. Localiz. France"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_INS_LOCJP	"TRM, Treasury Localiz. Japan"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_INS_LOCTR	"TRM, Transaction Loc. for Turkey"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_LR_FI_AN	"TRM: Hedge, Instr., Key Figures"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_LR_FI_AN_2	"TRM, Hedge, Exposure, FI"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_LR_FI_AN_3	"TRM, Instruments, Accounting"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_LR_FI_AN_4	"TRM, Enhancements in Exp. Mngmt"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_LR_FI_AN_5	"TRM, Enhancements in E-HA"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_PERF_OPT	"TRM, Performance Optimization"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_PSM_INTEGRATION	"TM, Integration into Funds Mgmt"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_TRR	"TRM, TRR via External Provider"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	FIN_TRM_YCF	"TRM, Yield Curve Framework"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	INS_FSSR_CI_1	Statutory Reporting Insurance	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	INS_FSSR_CI_2	"FSSR,Management of External Data"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	INS_FSSR_I18N	"FSSR,Adaption for International."	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	INS_FSSR_I18N_2	"FSSR,Adaption for International."	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
EA-FINSERV	SAP Enterprise Extension Financial Services	Others	LOG_TRM_INT_1	Logistics Treasury Integration	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	ISR_GLT_CMMINTEG	"Trade, Integrtn with Commodities"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	ISR_GLT_CMMINTEG_2	"Trade, Integr with Commodities 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	ISR_GLT_COMMODITY_4	"Trade, Commodity Management 4"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	ISR_GLT_COMMODITY_5	"Trade, Commodity Management 5"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	ISR_GLT_IFW	"Trade, Invoice Forecasting"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	ISR_GLT_VENDOR_FUND	"Trade, Fund Settlement"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	ISR_GLT_VENDOR_FUND_2	"Trade, Fund Settlement 2"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	ISR_RET_COMMODITY_2	"Trade, Commodity Management 2"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	ISR_RET_COMMODITY_3	"Trade, Commodity Management 3"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-GLTRADE	SAP Enterprise Extension Global Trade	Others	ISR_RET_COMPENSATION	"Trade, Compensation Management"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
EA-HR	SAP Enterprise Extension HR	Others	CA_CATS_CPR	CATS regular: cProject Details	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	FIN_TRAVEL_2	Travel Management 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_ASR_CI_2	"HCM, Administrative Services 02"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_CE_PT	"HCM, Time and Labor Mgmt for CE"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_ECM_CI_1	"HCM, ECM"	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Default State	SUPPORTED
EA-HR	SAP Enterprise Extension HR	Others	HCM_EIC_CI_2	"HCM, Empl. Interaction Center 02"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_ESS_CE	"HCM, ESS for CE/GE"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_ESS_CI_1	"HCM, ESS for Personal Info."	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Default State	SUPPORTED
EA-HR	SAP Enterprise Extension HR	Others	HCM_LOC_CI_1	HCM Localization Topics	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_LOC_CI_2	HCM Topics for Russia	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_LOC_CI_3	HCM Developments JP	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_LOC_CI_4	HCM Public Sector Italy	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_LOC_CI_5	Offcycle payment Spain	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_LOC_CI_6	HCM: Public Sector SE	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_LOC_CI_7	HCM Municipalities Norway	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_LOC_CI_8	HCM TNM/LSO Integration	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_LSO_CI_2	"HCM, Learning Solution 02"	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Default State	SUPPORTED
EA-HR	SAP Enterprise Extension HR	Others	HCM_MSS_ERC_CI_1	"HCM, MSS for SAP E-Recruiting"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_OSA_CI_1	"HCM, Performance Management 01"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	HCM_TMC_CI_1	"HCM, Core Procs in Talent Mgmt"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HR	SAP Enterprise Extension HR	Others	PSM_PBC_XPL	"PSM, PBC: Extended Posting Logic"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCCH	Sub component EA-HRCCH of EA-HR	Others	HCM_LOC_CI_43	HCM CE Payroll Switzerland	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCCL	Sub component EA-HRCCL of EA-HR	Others	HCM_LOC_CI_16	"HCM, Payroll for Chile"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCCN	Sub component EA-HRCCN of EA-HR	Others	HCM_LOC_CI_30	"HCM, Performance Mgmt for China"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCCN	Sub component EA-HRCCN of EA-HR	Others	HCM_LOC_CI_38	"HCM, Talent Management for China"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCCN	Sub component EA-HRCCN of EA-HR	Others	HCM_LOC_CI_39	"HCM, Performance Mgmt for China"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCCN	Sub component EA-HRCCN of EA-HR	Others	HCM_LOC_CI_45	"HCM, IT and Legal Rpt for CN"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCCN	Sub component EA-HRCCN of EA-HR	Others	HCM_LOC_CI_54	"HCM, Mass Data Change for China"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCCN	Sub component EA-HRCCN of EA-HR	Others	HCM_LOC_CI_56	"HCM, Report Mgmt for China 02"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCES	Sub component EA-HRCES of EA-HR	Others	HCM_LOC_CI_23	Massive IRPF Calculation Spain	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCFR	Sub component EA-HRCFR of EA-HR	Others	HCM_LOC_CI_10	"HCM, Local Public Sector PT"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCIN	Sub component EA-HRCIN of EA-HR	Others	HCM_LOC_CI_21	HCM Topics for India	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCIN	Sub component EA-HRCIN of EA-HR	Others	HCM_LOC_CI_22	Alternate Financial Year	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCIN	Sub component EA-HRCIN of EA-HR	Others	HCM_LOC_CI_32	"HCM, Topics for India"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCIN	Sub component EA-HRCIN of EA-HR	Others	HCM_LOC_CI_33	HCM Topics for India	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCIN	Sub component EA-HRCIN of EA-HR	Others	HCM_LOC_CI_36	"HCM, Localization for India"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCIT	Sub component EA-HRCIT of EA-HR	Others	HCM_LOC_CI_15	"HCM, Local Public Sector Italy"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCJP	Sub component EA-HRCJP of EA-HR	Others	HCM_LOC_CI_24	"HCM, Japan Insurance Data Exchan"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCJP	Sub component EA-HRCJP of EA-HR	Others	HCM_LOC_CI_25	"HCM, ESS Work Schedule for Japan"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCJP	Sub component EA-HRCJP of EA-HR	Others	HCM_LOC_CI_31	Child Care and Nursing Leave JP	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCJP	Sub component EA-HRCJP of EA-HR	Others	HCM_LOC_CI_53	"HCM, Time Recording for Japan"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCJP	Sub component EA-HRCJP of EA-HR	Others	HCM_LOC_CI_57	"HCM, YEA Forms in ESS for Japan"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCKR	Sub component EA-HRCKR of EA-HR	Others	HCM_LOC_CI_41	"HCM, YEA Forms in ESS for Korea"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCKW	Sub component EA-HRCKW of EA-HR	Others	HCM_LOC_CI_51	"HCM, Localization for Kuwait"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCOM	Sub component EA-HRCOM of EA-HR	Others	HCM_LOC_CI_64	"HCM, Localization for Oman"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCQA	Sub component EA-HRCQA of EA-HR	Others	HCM_LOC_CI_42	"HCM, Localization for Qatar"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCQA	Sub component EA-HRCQA of EA-HR	Others	HCM_LOC_CI_49	"HCM, Localization for Qatar"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCRU	Sub component EA-HRCRU of EA-HR	Others	HCM_LOC_CI_14	"HCM, Concurrent Employment RU"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCRU	Sub component EA-HRCRU of EA-HR	Others	HCM_LOC_CI_19	"HCM, PY and TRV Topics for RU"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCRU	Sub component EA-HRCRU of EA-HR	Others	HCM_LOC_CI_70	"HCM, RU for Payroll Part 1"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCRU	Sub component EA-HRCRU of EA-HR	Others	HCM_LOC_CI_71	"HCM, RU for Payroll Part 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCTW	Sub component EA-HRCTW of EA-HR	Others	HCM_LOC_CI_37	"HCM, Cross-Year Tax for Taiwan"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCUN	Sub component EA-HRCUN of EA-HR	Others	HCM_LOC_CI_27	HCM Localization NPO Topics	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCUN	Sub component EA-HRCUN of EA-HR	Others	HCM_LOC_CI_44	HCM Localization NPO Topics	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCUN	Sub component EA-HRCUN of EA-HR	Others	HCM_LOC_CI_60	HCM UNJSPF Financial Interface	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRCUS	Sub component EA-HRCUS of EA-HR	Others	HCM_LOC_CI_94	HCM XSS WDA Online W-2 Oct/2016	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	FIN_SSC_TIC_1	"FI-TV, Enablement for SSC"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	FIN_TRAVEL_3	Travel Management 3	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	FIN_TRAVEL_4	Travel Management 4	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	FIN_TRAVEL_LOC_1	"FI-TV, Travel Mgmt for PL/RU/UA"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	FIN_TRAVEL_PLANNING_EXTERNAL	Third-party Travel Planning	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	FIN_TRAVEL_PLANNING_EXTERNAL_2	Third-party Travel Planning 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_ANALYTICS_2	"HCM, Analytics ODP"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_ANALYTICS_3	"HCM, Analytics for Managers"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_ASR_CI_3	"HCM, Administrative Services 03"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_ASR_CI_4	"HCM, Administrative Services 04"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_ASR_CI_5	"HCM, Administrative Services 05"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_ECM_CI_2	"HCM, ECM 02"	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Default State	SUPPORTED
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_HAP_CI_1	"HCM, Perform. Mgmt (Flexible) 01"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_HCP_CI_1	"HCM, Personnel Cost Planning"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_HIRE_INT_CI_1	"HCM, Hire Integration 1"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_LOC_CI_18	HCM Localization Topics	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_LOC_CI_20	HCM Localization NPO Topics	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_LOC_CI_40	HCM HR Policy Management (IN)	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_LSO_CI_3	"HCM, Learning Solution 03"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_LSO_CI_4	"HCM, Learning Solution 04"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_LSO_CI_5	"HCM, Learning Solution 05"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_LSO_CI_6	"HCM, Learning Solution 06"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_MSS_OADP_1	"HCM, MSS: OADP Optimization"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_MSS_UI5_1	"HCM, MSS on SAP UI5"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_MSS_UI5_2	"HCM, MSS on SAP UI5 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_MSS_UI5_3	"HCM, MSS on SAP UI5 3"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_MSS_WDA_2	"HCM, MSS on WD ABAP 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_OSA_CI_2	"HCM, Performance Management 02"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_OSA_CI_3	"HCM, Perform. Mgmt (Predef.) 03"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_PAO_MP_1	"HCM, Mass Processing for PA & OM"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_PD_UI_1	"HCM, PD UI Visualization 01"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_PD_UI_2	"HCM, PD UI Visualization 02"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_PYO_CI_1	"HCM, Payroll Outsouring"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_SRV_CI_2	"HCM, Enterprise Services 02"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_SSC_EIC_1	"HCM, Integration with SCC"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_SSC_EIC_2	"HCM, Integration with SSC 2"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
EA-HRGXX	Sub component EA-HRGXX of EA-HR	Others	HCM_SSC_EIC_3	"HCM, Integration with SSC 3"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
